a,		b,		c,	d,		e,	f,		g,	h,		i, target
0.990306335,0.998061244,0.465301527,0.99003951,2.706666667,0.640138408,0.989529314,0.610726644,0.598862592,1
0.990411264,0.997497568,0.600583637,0.990510295,2.977777778,0.76384083,0.989779291,0.741349481,0.728975184,1
0.99012951,0.997278561,0.653145477,0.990121865,3.382222222,0.766435986,0.98996194,0.762975779,0.708295037,1
0.990891954,0.998125869,0.449791476,0.990785214,2.44,0.535467128,0.990663029,0.511245675,0.513556985,1
0.989978099,0.997630409,0.568701866,0.989886664,3.04,0.789792388,0.989315674,0.748269896,0.690199908,1
0.988722672,0.996926712,0.737589087,0.9888901,3.608888889,0.902249135,0.987871133,0.968858131,0.90044807,1
0.987734762,0.995720375,1.027110037,0.987810649,5.208888889,1.005190311,0.987787958,1.051903114,1.031422335,1
0.990920797,0.997307283,0.646252121,0.990943643,3.306666667,0.82266436,0.990387957,0.789792388,0.758272059,1
0.986729124,0.994180141,1.39676625,0.986804757,7.111111111,1.35899654,0.986774507,1.357266436,1.388154871,1
0.985137218,0.993447722,1.572546827,0.98509191,8.164444444,1.621107266,0.984903051,1.621107266,1.624253217,1
0.993000671,0.997493978,0.601445307,0.992939729,3.173333333,0.834775087,0.992346022,0.826124567,0.760857077,1
0.99083745,0.997630409,0.568701866,0.990867933,2.897777778,0.760380623,0.990197712,0.760380623,0.704848346,1
0.987355676,0.995275179,1.133957054,0.987272253,5.951111111,1.116782007,0.987408696,1.070069204,1.121036305,1
0.989202833,0.997569374,0.583350248,0.989309518,2.884444444,0.741349481,0.988510091,0.794982699,0.715188419,1
0.987765366,0.996725656,0.785842579,0.987643688,4.195555556,1.070069204,0.986807915,1.101211073,0.987477022,1
0.99208676,0.998179723,0.436866434,0.992079074,2.266666667,0.612456747,0.991423411,0.589965398,0.582490809,1
0.992315316,0.998247939,0.420494713,0.992376363,2.097777778,0.543252595,0.992139572,0.562283737,0.512695313,1
0.989345803,0.996488697,0.842712765,0.989361005,4.328888889,1.144463668,0.988540772,1.158304498,1.040039063,1
0.99153319,0.998725447,0.30589267,0.991701265,1.382222222,0.403114187,0.990915763,0.444636678,0.384306066,1
0.988912902,0.997091865,0.69795229,0.989049947,3.435555556,0.871107266,0.988509547,0.85899654,0.808249081,1
0.988132522,0.997598096,0.576456892,0.988002999,3.124444444,0.873702422,0.98751506,0.875432526,0.775505515,1
0.987099076,0.995977154,0.96548314,0.986957843,4.702222222,1.301754607,0.985723661,1.273352689,1.221719457,1
0.991184431,0.998908552,0.261947526,0.991115662,1.431111111,0.415224913,0.990567068,0.356401384,0.337775735,1
0.992281027,0.999217317,0.18784395,0.99232698,0.911111111,0.239619377,0.992181566,0.230968858,0.214556526,1
0.992223173,0.997379089,0.629018731,0.992223173,3.244444444,0.833910035,0.991583675,0.788927336,0.76171875,1
0.985859435,0.995731146,1.024525029,0.986011272,5.102222222,1.136678201,0.985100786,1.192041522,1.11328125,1
0.985747611,0.9944171,1.339896064,0.985694639,6.968888889,1.396193772,0.985452523,1.401384083,1.407973346,1
0.989713462,0.998007389,0.478226569,0.98972103,2.462222222,0.563148789,0.989347323,0.616782007,0.573012408,1
0.990708117,0.997623228,0.570425205,0.990708121,2.942222222,0.704152249,0.99006847,0.678200692,0.678998162,1
0.989749031,0.997088275,0.69881396,0.989551164,3.835555556,0.838235294,0.988859098,0.839965398,0.859087776,1
0.984737087,0.995530089,1.07277852,0.984517135,5.791111111,1.523356401,0.983358257,1.507785467,1.38470818,1
0.992069076,0.99937529,0.149930492,0.992046129,0.8,0.230103806,0.991642493,0.221453287,0.179227941,1
0.988790721,0.99640253,0.863392833,0.988783121,4.462222222,1.14100346,0.987811169,1.149653979,1.083984375,1
1,1,0,1,0,0,1,0,0,1
0.99135222,0.999269742,0.175261886,0.991359827,0.897777778,0.228822374,0.991069476,0.26349243,0.212386324,1
0.990700174,0.997346776,0.636773756,0.9907459,3.226666667,0.65916955,0.990296777,0.621107266,0.654009651,1
0.990305783,0.9978925,0.505799993,0.990359104,2.551111111,0.512975779,0.990396838,0.545847751,0.522173713,1
0.988707429,0.99690158,0.743620774,0.988730255,3.808888889,0.977508651,0.987871134,0.929065744,0.927159926,1
1,1,0,1,0,0,1,0,0,1
0.988927567,0.996463565,0.848744452,0.988669184,4.68,1.225778547,0.988069607,1.173875433,1.072782629,1
0.990388014,0.997073914,0.702260638,0.990388018,3.622222222,0.880622837,0.990068627,0.84083045,0.821174173,1
0.989292873,0.997099046,0.696228951,0.989155878,3.751111111,0.991349481,0.988289091,1.015570934,0.927159926,1
0.992421717,0.997769656,0.535282606,0.992528657,2.631111111,0.776609268,0.991727166,0.776609268,0.692413952,1
0.985400363,0.99392882,1.457083115,0.985332328,7.595555556,1.547577855,0.985128179,1.552768166,1.51740579,1
0.990449272,0.997465256,0.608338663,0.990571173,2.995555556,0.735294118,0.990510005,0.778546713,0.673828125,1
0.988799549,0.997336005,0.639358765,0.988761472,3.342222222,0.873702422,0.98806146,0.809688581,0.784122243,1
0.987339564,0.995795771,1.009014978,0.987157424,5.417777778,1.241349481,0.986558323,1.173875433,1.188246783,1
0.986762943,0.99639894,0.864254503,0.986717342,4.511111111,1.192041522,0.985980669,1.147058824,1.071920956,1
0.986843232,0.996179636,0.916887303,0.987178265,4.328888889,1.020166416,0.986546455,1.170981163,0.996316335,1
0.99130315,0.998273071,0.414463027,0.991310784,2.128888889,0.612456747,0.990967332,0.57266436,0.503216912,1
0.992834395,0.998714676,0.308477679,0.992796254,1.631111111,0.412629758,0.992727117,0.384948097,0.370519301,1
0.991602272,0.998851107,0.275734238,0.991655675,1.364444444,0.279411765,0.991571934,0.30017301,0.269703585,1
0.987826357,0.995555222,1.066746834,0.987826371,5.502222222,1.027681661,0.987248889,1.020761246,1.102079504,1
0.991606969,0.998097147,0.456684832,0.991515505,2.457777778,0.605536332,0.991218179,0.595155709,0.532513787,1
0.986535909,0.996617947,0.811692664,0.986467478,4.266666667,1.152249135,0.985487616,1.134948097,1.049517463,0
0.992330079,0.997185213,0.675548883,0.992520448,3.262222222,0.859861592,0.991683342,0.868512111,0.822035846,0
0.983639245,0.994032939,1.432094699,0.983722432,7.288888889,1.85467128,0.982325163,1.799307958,1.730238971,0
0.99112125,0.998438224,0.37482623,0.990922857,2.16,0.527681661,0.990541363,0.510380623,0.510971967,0
0.991362828,0.997809923,0.525618391,0.991416197,2.648888889,0.764705882,0.990509706,0.769896194,0.688476563,0
0.989165059,0.997616048,0.572148544,0.989218353,2.893333333,0.649653979,0.988700795,0.67733564,0.63849954,0
1,1,0,1,0,0,1,0,0,0
1,1,0,1,0,0,1,0,0,0
0.983692075,0.994126286,1.409691293,0.983593766,7.382222222,1.816608997,0.982309441,1.722318339,1.70525046,0
0.986033951,0.995339804,1.118447003,0.986109788,5.68,1.470588235,0.98501874,1.5,1.344209559,0
0.989851921,0.996938863,0.734672852,0.989462158,2.982222222,1.125123234,0.988984462,0.987101545,0.93872549,0
0.986694885,0.995142338,1.165838826,0.986679726,6.031111111,1.479238754,0.985801173,1.479238754,1.366613051,0
0.989926961,0.998197675,0.432558086,0.98973626,2.453333333,0.636678201,0.989355056,0.562283737,0.559225643,0
0.984305125,0.994682781,1.276132521,0.984191544,6.715555556,1.706747405,0.982974529,1.739619377,1.600126379,0
0.990406541,0.998395141,0.385166264,0.99046003,1.92,0.439446367,0.99017775,0.465397924,0.428251379,0
0.990395651,0.99677592,0.773779206,0.990235936,4.177777778,1.030276817,0.989559408,0.966262976,0.945255055,0
0.990974328,0.997576555,0.581626909,0.990913405,3.066666667,0.78200692,0.990334674,0.78633218,0.721220129,0
0.988381321,0.995569583,1.063300156,0.988404102,5.457777778,1.063148789,0.988571177,1.012110727,1.035730699,0
0.987674764,0.995329033,1.121032012,0.987674764,5.782222222,1.349480969,0.986932163,1.352941176,1.290785846,0
0.993900518,0.99777043,0.535096756,0.993908141,2.751111111,0.689446367,0.993382371,0.701557093,0.647977941,0
0.985639645,0.995928612,0.977133206,0.985533358,5.164444444,1.464532872,0.984486828,1.381487889,1.235638787,0
0.989672836,0.996617947,0.811692664,0.989733657,4.115555556,0.929065744,0.989163582,0.968858131,0.926298254,0
0.987954763,0.996118897,0.931464723,0.987848432,4.928888889,1.309688581,0.986968269,1.264705882,1.158088235,0
0.987096524,0.996118897,0.931464723,0.987028166,4.884444444,1.295847751,0.986201002,1.273356401,1.139131434,0
0.988936437,0.99566293,1.040896749,0.988989555,5.306666667,1.186851211,0.988579895,1.188581315,1.123621324,0
0.989021597,0.995271589,1.134818724,0.989203599,5.64,1.257785467,0.988657883,1.25432526,1.223575368,0
0.991264559,0.996427662,0.857361147,0.991386188,4.28,0.968858131,0.990877125,0.972318339,0.951286765,0
0.990990322,0.996391759,0.865977842,0.990997922,4.457777778,0.980968858,0.990716762,0.977508651,0.928883272,0
0.985719618,0.994456515,1.330436284,0.986190024,6.297777778,1.54281752,0.985189111,1.551485034,1.453896627,0
0.990236203,0.997411401,0.621263705,0.990281851,3.155555556,0.634083045,0.990129473,0.644463668,0.664349724,0
0.988806725,0.99714213,0.685888917,0.988875168,3.462222222,0.780276817,0.988319907,0.787197232,0.75568704,0
0.986846522,0.99528236,1.132233715,0.986960268,5.706666667,1.344290657,0.986020285,1.352941176,1.292509191,0
0.982143565,0.992740435,1.742295717,0.982301943,8.8,1.92733564,0.981351771,1.896193772,1.903435202,0
0.991709592,0.999023441,0.234374102,0.991870127,1.022222222,0.262110727,0.99170105,0.352076125,0.278320313,0
0.990936961,0.997903271,0.503214985,0.990937008,2.591111111,0.532871972,0.990502933,0.53633218,0.545438879,0
0.991172362,0.997669902,0.559223502,0.991324781,2.711111111,0.620242215,0.990844842,0.644463668,0.598862592,0
0.988206391,0.995573173,1.062438486,0.98831262,5.355555556,1.310553633,0.987190302,1.312283737,1.270105699,0
0.991141863,0.996790281,0.770332528,0.991195114,3.911111111,1.012975779,0.990374135,1.035467128,0.944393382,0
0.990102318,0.998330515,0.400676315,0.990033657,2.142222222,0.58650519,0.989583659,0.525951557,0.512695313,0
0.991202648,0.997537061,0.591105273,0.991172173,3.084444444,0.726643599,0.990380316,0.737024221,0.710018382,0
0.990068465,0.99665026,0.803937638,0.989946808,4.288888889,1.042387543,0.989293542,1.016435986,0.995232077,0
0.990515828,0.99804665,0.46880396,0.990561684,2.36,0.808679071,0.991188668,0.808679071,0.323759641,0
0.99173557,0.997404221,0.622987044,0.991781283,3.155555556,0.716262976,0.991682367,0.702422145,0.675551471,0
0.987909163,0.996172751,0.918539681,0.987931954,4.711111111,1.258650519,0.986786165,1.255190311,1.181353401,0
0.990974317,0.997551423,0.587658595,0.991050487,2.946666667,0.772491349,0.990380333,0.801903114,0.722081801,0
0.991705419,0.996962615,0.728972392,0.991751069,3.706666667,0.903979239,0.990998051,0.90916955,0.878044577,0
0.992033117,0.998032521,0.472194883,0.99201791,2.448888889,0.698096886,0.991202467,0.665224913,0.661764706,0
0.985510724,0.994995136,1.201167275,0.98542738,6.293333333,1.633217993,0.98406517,1.602076125,1.513097426,0
0.988448685,0.996434842,0.855637808,0.988410672,4.457777778,1.055363322,0.98754488,1.08650519,1.052102482,0
0.988532272,0.996434842,0.855637808,0.988524678,4.417777778,1.111591696,0.98757539,1.136678201,1.067612592,0
0.987051478,0.996452794,0.85132946,0.986952674,4.511111111,1.180795848,0.986504758,1.146193772,1.063304228,0
0.991263452,0.997479617,0.604891985,0.991400597,2.96,0.73615917,0.990814174,0.784602076,0.719496783,0
0.990538215,0.998847517,0.276595908,0.9906528,1.293333333,0.308823529,0.990324233,0.379757785,0.327435662,0
0.987235157,0.99491615,1.220124004,0.98723515,6.297777778,1.206747405,0.987037911,1.23183391,1.250287224,0
0.987765074,0.995774229,1.014184995,0.987696767,5.311111111,1.302768166,0.987021745,1.297577855,1.183076746,0
0.987705313,0.997002108,0.719494028,0.987880379,3.506666667,1.077854671,0.986990399,1.084775087,0.884076287,0
0.991660751,0.998273071,0.414463027,0.991676014,2.12,0.512110727,0.991104435,0.510380623,0.485983456,0
0.990838011,0.997863778,0.512693349,0.990815181,2.666666667,0.589965398,0.990099425,0.577854671,0.596277574,0
0.98529043,0.99541161,1.101213614,0.985411792,5.537777778,1.454152249,0.984260297,1.473183391,1.364889706,0
0.988897474,0.996955434,0.730695731,0.989163877,3.457777778,0.904844291,0.988410649,0.979238754,0.85736443,0
0.990623887,0.997048782,0.708292324,0.990631499,3.644444444,0.972318339,0.989711282,1.005190311,0.904756434,0
0.992093958,0.997985848,0.483396586,0.991918582,2.697777778,0.690311419,0.991560353,0.679930796,0.623851103,0
0.986248798,0.994474544,1.326109352,0.986354776,6.72,1.361591696,0.986051645,1.353806228,1.352826287,0
0.988814661,0.997300102,0.64797546,0.988822243,3.337777778,0.672145329,0.988639682,0.675605536,0.668658088,0
0.990516589,0.999030622,0.232650763,0.990463158,1.257777778,0.332179931,0.990210829,0.294117647,0.306755515,0
0.985184422,0.99565934,1.041758419,0.985025095,5.555555556,1.509515571,0.983699431,1.455882353,1.394186581,0
0.986170409,0.995706014,1.030556715,0.986382951,5.066666667,1.345155709,0.985207502,1.348615917,1.25201057,0
0.991655712,0.998904962,0.262809196,0.991602266,1.413333333,0.348615917,0.99131955,0.352076125,0.341222426,0
0.982390544,0.99342259,1.578578513,0.982398095,8.133333333,1.839965398,0.981432483,1.833044983,1.803481158,0
0.984506885,0.99342618,1.577716844,0.984620177,8.004444444,1.649653979,0.984106149,1.632352941,1.647518382,0
0.989940921,0.99789609,0.504938324,0.989918045,2.631111111,0.753460208,0.98921721,0.739619377,0.649701287,0
0.987286332,0.996104536,0.934911401,0.987385097,4.706666667,1.125432526,0.986770198,1.211072664,1.078814338,0
0.989933727,0.998003799,0.479088239,0.989872768,2.537777778,0.506055363,0.989720544,0.482698962,0.504940257,0
0.990015197,0.99664667,0.804799308,0.989817519,4.382222222,1.125432526,0.988898517,1.060553633,1.0546875,0
0.988737596,0.996305592,0.88665791,0.988729956,4.586666667,0.943771626,0.988395538,0.898788927,0.93146829,0
0.991697502,0.997253428,0.659177163,0.991530013,3.595555556,0.897058824,0.990898456,0.845155709,0.823759191,0
0.990008125,0.997468846,0.607476993,0.989931964,3.222222222,0.885813149,0.989459852,0.84083045,0.753102022,0
0.992119426,0.998847517,0.276595908,0.992088976,1.457777778,0.381487889,0.991654349,0.360726644,0.332605699,0
0.988692181,0.996851316,0.755684146,0.988821531,3.746666667,0.888408304,0.987901531,0.886678201,0.889246324,0
0.989468011,0.997264199,0.656592155,0.989582241,3.248888889,0.845155709,0.989186177,0.870242215,0.780675551,0
0.991051316,0.99801098,0.4773649,0.990906428,2.631111111,0.718858131,0.990456731,0.647923875,0.614372702,0
0.989247842,0.997336005,0.639358765,0.989103089,3.466666667,0.885813149,0.988258781,0.890138408,0.821174173,0
0.989934018,0.998068424,0.463578188,0.989941604,2.386666667,0.519896194,0.989644419,0.561418685,0.514418658,0
0.991553362,0.997949945,0.492013281,0.99158394,2.497777778,0.525086505,0.991439093,0.492214533,0.506663603,0
0.99074137,0.998481308,0.364486196,0.990634587,2,0.420415225,0.99042198,0.392733564,0.372242647,0
0.988312107,0.995964515,0.968516512,0.988221016,5.097777778,1.033737024,0.988023504,1.01816609,1.019358915,0
0.989946644,0.996808233,0.76602418,0.989893396,4.013333333,1.083910035,0.989080088,1.092560554,0.954733456,0
0.990289286,0.996567683,0.823756036,0.99027408,4.266666667,1.084775087,0.989605434,1.022491349,0.978860294,0
0.987105691,0.994977185,1.205475622,0.987136007,6.177777778,1.230968858,0.987060173,1.188581315,1.214096967,0
0.988161983,0.997389859,0.626433722,0.988009674,3.408888889,1.009515571,0.987233436,0.900519031,0.860811121,0
0.991796663,0.997752479,0.539405103,0.991880518,2.684444444,0.688581315,0.991385183,0.742214533,0.632467831,0
0.990342304,0.997034421,0.711739002,0.990205328,3.831111111,1.012110727,0.989604566,0.953287197,0.87890625,0
0.986967638,0.996248147,0.900444621,0.986982789,4.626666667,1.044982699,0.986375282,1.125432526,1.020220588,0
0.988618736,0.997716576,0.548021798,0.988656848,2.782222222,0.796712803,0.98753807,0.853806228,0.739315257,0
0.993160726,0.997616048,0.572148544,0.993107386,3.013333333,0.724048443,0.992452101,0.732698962,0.685891544,0
0.98938439,0.996068633,0.943528096,0.989262879,5.004444444,1.107266436,0.988997243,1.019031142,1.038315717,0
0.989453531,0.997569374,0.583350248,0.989529786,2.915555556,0.743944637,0.989026966,0.762975779,0.68761489,0
0.988623771,0.996822594,0.762577502,0.988646578,3.911111111,0.790657439,0.988388087,0.787197232,0.780675551,0
0.99129484,0.998028931,0.473056552,0.991447418,2.257777778,0.576989619,0.991012444,0.65916955,0.583352482,0
0.987683508,0.997282151,0.652283807,0.987782517,3.248888889,0.903979239,0.987067136,0.924740484,0.78326057,0
0.990601124,0.996851316,0.755684146,0.990783746,3.684444444,0.980968858,0.989954763,1,0.892693015,0
0.992192906,0.997156491,0.682442239,0.992124395,3.6,0.883217993,0.991591827,0.90916955,0.818589154,0
0.990700023,0.996984157,0.723802375,0.990707633,3.724444444,0.972318339,0.990000529,0.968858131,0.901309743,0
0.989421823,0.996804642,0.76688585,0.989528337,3.826666667,1.031141869,0.988517445,1.064013841,0.983168658,0
0.991958455,0.998560294,0.345529467,0.991943245,1.795555556,0.440311419,0.991561844,0.435121107,0.411017923,0
0.992040358,0.997730937,0.54457512,0.9919489,2.915555556,0.71799308,0.991659414,0.667820069,0.656594669,0
1,1,0,1,0,0,1,0,0,0
0.992451753,0.997486797,0.603168646,0.99232226,3.262222222,0.809688581,0.991888295,0.775086505,0.730698529,0
0.992970059,0.997957125,0.490289942,0.992741329,2.795555556,0.749134948,0.992223276,0.65916955,0.665211397,0
0.989323107,0.996786691,0.771194197,0.989247045,4.066666667,0.929930796,0.988023144,0.926470588,0.948701746,0
0.98840309,0.996255328,0.898721282,0.988425884,4.608888889,1.113321799,0.987749936,1.139273356,1.032284007,0
